driver_id,year,month,total_income,total_km,gender,age,vetek
730,2015.0,4,143107.4349030521,9609.270518810428,M,55.1,1.5
983,2015.0,4,83926.10833921528,6477.142427886714,M,30.4,14.7
253,2015.0,4,95280.0939389239,7740.282530835911,F,47.0,18.0
803,2015.0,4,122754.7368084773,8704.23865905195,M,34.0,13.8
258,2015.0,4,116749.94447516349,7037.417754483579,M,37.9,6.3
556,2015.0,4,81938.95374610319,7960.144842886184,M,45.1,0.8
411,2015.0,4,73945.29768369577,8073.430297798275,M,53.1,2.5
795,2015.0,4,106081.53317145823,9595.586502096005,M,44.8,8.6
674,2015.0,4,69285.07175269481,6607.142124641889,M,55.6,16.6
753,2015.0,4,95619.79853895147,8350.40011442165,M,27.1,12.8
140,2015.0,4,89785.16069169315,7934.873680674533,M,,14.0
225,2015.0,4,112188.15143376608,7763.817101441969,M,,0.6
468,2015.0,4,118504.82282495016,8343.902602841568,M,46.7,3.3
104,2015.0,4,88120.9637508116,8157.915081925649,U,51.4,5.7
787,2015.0,4,148883.108338794,9052.895425462464,M,53.6,12.3
502,2015.0,4,65326.91694168051,7093.644796676118,M,55.9,7.9
460,2015.0,4,153712.6376174236,8593.847294381152,F,27.3,0.3
998,2015.0,4,122889.0343633595,7709.302287284478,M,26.4,1.4
267,2015.0,4,80627.36055254914,8348.469722258626,M,47.1,4.8
54,2015.0,4,88946.92395210017,7807.953012855228,M,51.6,1.3
613,2015.0,4,105235.55340784857,9507.863624327432,M,45.2,2.5
785,2015.0,4,133390.25004630003,9065.640111440585,M,,14.7
589,2015.0,4,82109.9903018501,6878.855920167637,M,35.1,6.4
524,2015.0,4,102035.5220323634,9353.180327172111,F,33.9,18.5
789,2015.0,4,113815.87063040504,8672.344121133858,F,34.1,8.0
392,2015.0,4,94146.54100181053,8712.497757665524,U,27.7,4.8
63,2015.0,4,85645.70808700344,7228.087523371418,M,56.0,12.5
951,2015.0,4,140071.821000592,8474.428273640471,M,59.9,10.5
197,2015.0,4,90129.88527769603,7471.652172602709,M,39.0,12.9
495,2015.0,4,83644.09712025023,7450.2866037836875,M,46.9,5.5
794,2015.0,4,68708.86229481181,6987.275567823608,M,28.8,12.3
997,2015.0,4,92273.11378434836,7851.715421993943,M,55.9,10.5
969,2015.0,4,71650.6951699638,8644.844882671126,F,57.2,0.7
276,2015.0,4,93160.58138022429,8981.219017911237,M,39.5,18.5
845,2015.0,4,85664.58569830398,8535.524673989834,M,,5.5
195,2015.0,4,99977.40025729447,6579.59876478588,U,48.5,8.8
279,2015.0,4,122426.87063743782,7679.901972756602,M,39.2,3.9
348,2015.0,4,92436.27037883697,8793.375473203221,M,55.2,1.0
159,2015.0,4,91293.63885958082,9157.688718936217,M,42.5,0.6
259,2015.0,4,82570.66741817465,7804.277397995159,M,55.2,2.7
773,2015.0,4,90855.68596136886,7968.19759577688,M,,14.6
60,2015.0,4,77665.09085873263,7511.793082798177,M,47.8,11.0
132,2015.0,4,94777.20532463385,7214.382760025648,M,55.0,17.3
743,2015.0,4,75221.7977626418,8455.170710562825,M,50.3,1.1
356,2015.0,4,69599.92384124681,7717.14595952308,M,45.6,12.6
415,2015.0,4,112093.5715833641,8470.181161975255,M,56.9,7.1
167,2015.0,4,101723.42265054317,8436.59709647058,M,31.4,6.7
444,2015.0,4,74605.26973928505,6921.040450461888,M,39.5,4.1
512,2015.0,4,108158.90022694465,7848.475737833199,U,44.4,15.9
802,2015.0,4,115193.5379486607,7600.918935907419,M,31.4,11.4
532,2015.0,4,97328.60853164888,6831.587660494718,M,32.5,0.5
424,2015.0,4,76435.15308971787,8054.448590597266,M,44.2,3.8
410,2015.0,4,94046.27457273734,7275.555093581084,M,33.1,17.4
218,2015.0,4,60355.199079688085,6776.151841644561,M,54.9,12.0
584,2015.0,4,68738.3059176815,7607.789913958215,M,37.5,14.9
341,2015.0,4,111343.33498683003,9816.84385527448,F,57.5,16.9
252,2015.0,4,72647.16278224502,6138.407764224885,M,35.0,14.0
66,2015.0,4,79003.00245652093,7709.628084350281,M,34.4,18.9
32,2015.0,4,94172.36685269875,7665.766201446601,M,49.9,2.4
627,2015.0,4,98786.85681172836,7474.639850204613,M,35.6,15.2
976,2015.0,4,87773.58470262465,7659.727830972051,M,52.2,1.9
851,2015.0,4,89910.03522154751,8065.049265477588,M,37.3,2.4
626,2015.0,4,136028.1382195487,9298.209853343446,M,46.2,18.1
186,2015.0,4,83308.70891567784,8343.417315440694,M,60.1,0.6
269,2015.0,4,88388.61245601511,7368.616693856295,M,33.8,8.1
992,2015.0,4,92792.417252378,8483.353017275602,M,30.5,17.3
995,2015.0,4,99930.59755892893,9425.640338900186,M,,3.7
740,2015.0,4,121171.00657483414,9687.351445065833,M,48.9,9.9
650,2015.0,4,127400.95330229959,9260.265543587646,M,37.4,12.5
304,2015.0,4,85686.81000678154,8648.309056870583,M,54.9,17.7
558,2015.0,4,93116.71817739874,7028.557391563945,M,29.9,9.1
939,2015.0,4,97562.5223879837,8329.226965321235,M,43.9,2.4
14,2015.0,4,96769.45986059097,7710.460607092699,M,51.1,1.7
397,2015.0,4,96105.14408239603,7765.002717161536,M,,12.9
418,2015.0,4,91553.21864833804,7987.900644706141,M,45.0,9.8
360,2015.0,4,77968.81133503729,6747.466450374012,M,43.9,12.0
688,2015.0,4,121491.59180768047,9171.936909038746,M,35.8,4.0
77,2015.0,4,109487.1186122149,8929.883726192358,M,57.8,8.9
85,2015.0,4,81935.77266642207,8135.229888065934,M,33.1,16.7
440,2015.0,4,111363.60801327912,8946.957242772824,F,34.0,4.4
705,2015.0,4,99555.53782273535,7428.413896657403,M,40.9,1.7
921,2015.0,4,64814.09896182668,7101.507910754897,M,50.3,17.4
500,2015.0,4,97620.76143726315,8594.112616901713,F,40.6,13.5
329,2015.0,4,70291.01612559332,6609.445511268071,M,37.8,4.5
177,2015.0,4,156930.09509499528,10059.616263687276,M,35.4,1.9
82,2015.0,4,107060.43474577561,9789.446071826469,M,56.3,4.0
96,2015.0,4,133165.9011478772,10262.975829157913,M,31.5,9.4
963,2015.0,4,120476.54184479582,8294.746060862064,M,45.2,10.8
867,2015.0,4,74554.93358584218,8052.327806202407,M,47.9,10.1
324,2015.0,4,79741.64891868543,8063.647801562276,M,49.0,9.8
751,2015.0,4,84826.48094935651,7601.09236926308,M,50.1,6.5
610,2015.0,4,103866.91159989256,9163.588721214408,M,59.1,8.9
150,2015.0,4,93870.71697177931,8237.162709360533,M,,10.2
228,2015.0,4,113502.2442988161,8329.078423842171,M,42.7,9.5
707,2015.0,4,97172.1526717447,8153.653813538624,M,50.8,12.6
903,2015.0,4,111724.77259509728,9427.70699410235,M,,16.7
302,2015.0,4,104059.73118053086,9497.491006836535,M,41.6,0.2
378,2015.0,4,95782.74039034412,8507.059142976399,U,31.1,3.5
619,2015.0,4,79691.57476588503,7978.793497188384,M,49.6,4.2
600,2015.0,4,62603.071060023685,6034.697719809159,M,32.8,17.2
937,2015.0,4,90016.14217387704,6707.35977526356,M,49.3,11.5
799,2015.0,4,122955.69833027406,8316.811731506517,M,39.7,1.1
296,2015.0,4,81264.22003954877,7883.290592501567,M,36.6,11.1
767,2015.0,4,64822.65635487616,6639.360540558455,M,51.0,1.2
122,2015.0,4,88612.66145541513,8775.554280965134,M,36.4,5.7
293,2015.0,4,118597.94205002431,8876.727415579137,M,38.8,10.8
52,2015.0,4,143121.871475687,8676.312167257045,M,49.6,5.2
952,2015.0,4,103359.35665925579,8249.434919467458,M,50.9,4.4
659,2015.0,4,108336.93375074783,8158.094898285053,M,59.8,14.7
697,2015.0,4,101426.83259878783,8738.731466717316,M,29.4,15.2
261,2015.0,4,79228.67626147576,7075.804880904533,M,30.8,18.5
814,2015.0,4,87958.61063589397,7386.875599013591,M,27.5,18.7
298,2015.0,4,95329.0049148807,8728.78308608236,M,33.6,11.8
118,2015.0,4,78093.53816213024,7486.957383104154,M,34.2,9.3
290,2015.0,4,99144.43138376367,8219.857323605425,M,32.1,4.3
677,2015.0,4,81600.66626612129,8423.982409996594,M,53.3,14.4
624,2015.0,4,96600.84668405392,8349.286260377276,M,47.1,0.7
947,2015.0,4,101326.92399053612,9492.359549300589,M,36.0,14.9
618,2015.0,4,97968.04224922997,8861.480670132209,M,57.9,9.0
385,2015.0,4,63230.770801510094,7747.498923237845,M,38.9,9.4
149,2015.0,4,117093.97158915132,7919.693827494474,M,46.9,5.5
12,2015.0,4,127592.06983418638,9380.04054860759,M,53.4,15.6
128,2015.0,4,79971.27476379358,8318.320137467676,M,46.4,5.9
403,2015.0,4,102609.9598837939,7406.869203854312,M,40.2,7.8
908,2015.0,4,119869.0451156295,9318.291614747564,M,33.4,15.1
848,2015.0,4,96710.70918844051,8848.64445430775,M,52.6,10.1
657,2015.0,4,84111.36274394576,7661.274498952981,M,47.5,10.4
682,2015.0,4,84825.95225207225,7920.253062172923,M,40.9,10.8
220,2015.0,4,70455.20320102907,6893.6408102337555,M,27.2,7.3
662,2015.0,4,117604.03398044905,8444.741156207474,M,45.4,6.8
833,2015.0,4,92337.6589892139,8796.707528844721,M,40.2,14.0
256,2015.0,4,122046.50150606995,7606.8406039295105,M,,8.8
553,2015.0,4,88102.04058101583,6743.104360905463,M,29.6,1.8
955,2015.0,4,85777.1774654963,8546.604546234372,M,30.1,8.5
405,2015.0,4,64073.65889725623,6633.664559542093,M,26.6,0.1
363,2015.0,4,74089.69898849701,7169.884625861273,M,39.5,1.3
422,2015.0,4,110190.12149045104,8903.54193464128,M,44.5,11.6
398,2015.0,4,69383.38565551388,7063.435855772913,M,46.4,4.8
550,2015.0,4,113916.68890026651,9258.71731511264,U,40.8,7.5
820,2015.0,4,74426.65288609632,7695.674798265822,M,26.5,14.0
343,2015.0,4,69781.11071723104,7755.960275152083,M,57.3,16.4
690,2015.0,4,83814.45962078751,7557.214218752168,M,,8.8
645,2015.0,4,101936.96541801428,8633.531423174718,M,46.8,2.3
840,2015.0,4,95536.60965939806,9162.60738555843,M,30.2,0.3
709,2015.0,4,82083.43046098,7754.1730188392985,M,33.0,12.6
91,2015.0,4,89661.64932553301,8832.124528302942,M,27.9,2.7
285,2015.0,4,171938.0230034613,8289.76222805288,M,41.7,1.0
485,2015.0,4,92554.0630501784,8811.332975100839,M,50.7,15.4
691,2015.0,4,104862.578889039,8679.737614483558,M,38.3,0.4
782,2015.0,4,115903.12744976666,9785.326563131592,M,51.5,15.8
927,2015.0,4,74751.59669443054,6685.251858945667,M,47.8,9.6
342,2015.0,4,121846.15534089596,8275.252910430112,M,37.8,4.9
896,2015.0,4,88131.33735904837,7615.248235416935,M,52.9,0.0
135,2015.0,4,72346.96482210212,8164.1668228253975,U,,10.5
728,2015.0,4,104431.4319529058,7740.878424163784,M,51.8,2.9
80,2015.0,4,87453.44857319427,8829.475253012399,M,52.0,17.5
700,2015.0,4,105479.77697904782,9518.82928954605,M,45.6,10.6
726,2015.0,4,118965.49865843145,8828.735819195726,M,52.5,4.5
448,2015.0,4,95961.87710502718,7945.47568956021,M,46.2,15.3
930,2015.0,4,118232.05146947231,6678.736754581527,M,48.3,16.9
617,2015.0,4,104940.87389503022,7841.722563628894,M,32.5,17.4
333,2015.0,4,80766.80423836283,9066.341427775693,M,44.5,8.4
498,2015.0,4,71302.62466228774,8570.350575014008,M,43.6,15.3
806,2015.0,4,88875.08262747708,8227.288403445447,M,44.5,7.6
832,2015.0,4,107721.0499253495,9232.860302492898,M,,13.3
781,2015.0,4,65465.627910813986,6914.1682189679395,M,27.8,14.1
856,2015.0,4,126791.27025603903,8051.26374888806,M,48.2,16.7
166,2015.0,4,89002.7747468121,8654.30044481331,M,,1.3
271,2015.0,4,67014.27815938107,6284.6784925276415,M,59.2,0.4
737,2015.0,4,95981.64938597675,8650.464785436368,M,52.5,0.3
516,2015.0,4,103978.02746939969,8185.505406333654,M,60.3,18.0
213,2015.0,4,76634.6003369318,8718.529358323723,M,34.8,15.2
946,2015.0,4,74009.40397652355,7320.092577030345,M,47.2,6.6
594,2015.0,4,83454.35842654739,7896.031186515449,F,39.0,12.7
843,2015.0,4,94254.93847018886,8956.36109626865,F,34.9,15.0
598,2015.0,4,87277.51968457714,8136.778879583661,M,45.7,9.4
695,2015.0,4,90048.94941216469,8043.692776159178,M,34.7,15.1
587,2015.0,4,126120.21612069002,9296.398611081084,M,46.1,9.9
893,2015.0,4,97625.73501092757,9021.409806379459,M,33.2,2.4
470,2015.0,4,84012.82839253539,8027.529636818587,M,39.4,3.5
839,2015.0,4,110638.77046660967,8714.211800494084,M,31.1,1.6
599,2015.0,4,85202.76048812352,7604.226419735419,M,,18.4
552,2015.0,4,84236.3239129328,8541.611373073843,M,56.1,7.3
716,2015.0,4,82547.71628497956,7234.812073499511,M,34.1,1.0
300,2015.0,4,88953.84076469605,7650.672856689676,M,29.6,9.5
967,2015.0,4,86026.23835326808,8364.14660461435,M,50.6,2.4
76,2015.0,4,79678.6662581097,6373.996877731824,U,41.2,11.5
769,2015.0,4,94691.94366605881,7819.0838946179365,U,53.2,18.9
53,2015.0,4,77129.97721622392,8035.673425804376,M,50.8,7.9
365,2015.0,4,96990.84168602007,8358.138573457527,M,31.5,5.3
679,2015.0,4,97299.5227547868,7868.735101959092,M,27.0,10.4
993,2015.0,4,105717.62079685031,8071.49494554939,M,30.0,2.9
654,2015.0,4,117856.59976897802,7473.295058064602,M,50.0,9.7
573,2015.0,4,106883.88462179275,7458.958031004312,M,55.0,6.4
382,2015.0,4,88563.73823537439,8009.615456928031,M,28.8,10.9
449,2015.0,4,79703.39263338206,8436.909786379341,M,32.8,18.7
157,2015.0,4,70879.72522923176,7511.889166583187,M,51.2,16.2
98,2015.0,4,70968.2626792103,7730.29251982638,M,33.5,10.5
451,2015.0,4,105952.12565915173,8989.119268881574,M,41.3,10.2
121,2015.0,4,86233.00672881573,7299.322531131345,M,53.1,18.4
274,2015.0,4,97087.56527510566,7989.519122124947,M,58.1,8.6
233,2015.0,4,125851.81681991868,8586.581107385518,M,32.5,12.8
744,2015.0,4,90976.43733375706,9245.483663277404,M,42.5,14.3
580,2015.0,4,120168.28897655691,8453.019947184324,M,58.2,10.4
95,2015.0,4,80461.09398369664,7849.444458377704,M,49.5,14.3
161,2015.0,4,74550.3381793465,7654.572042927834,M,45.9,2.9
669,2015.0,4,78502.08308559217,8957.416715089128,M,47.0,13.9
784,2015.0,4,97764.67903177097,7769.406711482431,M,48.3,0.2
666,2015.0,4,79048.7886464094,7816.2288915748795,M,29.7,8.7
544,2015.0,4,84161.33843388977,7863.503811451556,M,33.3,13.0
622,2015.0,4,57852.579812894735,6776.217744057424,M,47.6,7.6
288,2015.0,4,95462.3752113674,7108.694723035927,U,41.6,18.3
548,2015.0,4,77409.66106572679,7247.3835010287685,M,46.6,12.5
101,2015.0,4,99672.64593858719,9029.358583613217,M,,0.9
968,2015.0,4,80077.64358996411,8384.2821584718,U,53.9,2.6
809,2015.0,4,71871.70491582609,7228.057155630227,M,34.6,17.8
909,2015.0,4,116040.56491857504,8972.999386014557,F,39.6,18.5
607,2015.0,4,113684.9660659164,8845.452496924965,M,28.6,13.1
56,2015.0,4,75471.75705975934,8284.242367788507,M,32.9,14.0
112,2015.0,4,93816.1076434531,8510.586158763143,M,49.1,0.9
173,2015.0,4,102667.9359448306,8920.164687407416,M,40.6,9.3
777,2015.0,4,89198.5416775206,9027.427086784712,M,53.6,16.0
281,2015.0,4,85702.1978510131,7440.454578129466,M,52.5,16.5
377,2015.0,4,67294.25871833878,6995.051400866602,F,52.2,4.0
590,2015.0,4,105953.9488776476,8927.80466651857,M,34.8,4.2
520,2015.0,4,81874.51988608904,8257.301392110474,M,49.0,8.8
136,2015.0,4,101859.38587150822,9307.11969621973,M,52.9,1.0
489,2015.0,4,113712.81507170222,8664.059339965364,M,34.1,17.4
792,2015.0,4,86221.47017754192,7704.285747152629,M,,8.7
996,2015.0,4,81358.73209539574,8034.187852319599,M,36.2,0.5
368,2015.0,4,68595.71506906772,7591.796255062133,M,48.1,14.7
519,2015.0,4,73337.96762834059,7362.913353171088,U,37.1,1.7
299,2015.0,4,94596.8141765112,8158.072465589543,M,44.5,2.0
491,2015.0,4,66247.11335425092,6766.474776599442,M,55.5,3.2
490,2015.0,4,84239.6179960879,8212.696423864947,M,56.9,12.7
852,2015.0,4,86683.10932954433,7606.085384639249,F,32.2,13.3
340,2015.0,4,85893.45309089108,7595.416726206616,U,38.0,6.5
36,2015.0,4,54804.91857272698,6423.985656049248,M,31.8,16.3
768,2015.0,4,89169.91419825329,8784.203292425656,M,57.9,6.3
710,2015.0,4,107973.00855630387,7988.175850344152,M,51.8,7.4
692,2015.0,4,65695.30257843425,7031.359838614283,M,36.8,2.3
752,2015.0,4,93237.79636867896,7533.069867738866,M,58.0,0.4
850,2015.0,4,110691.38280804029,8504.920171406806,M,33.8,1.4
755,2015.0,4,92486.89334400478,7765.178581399377,M,47.5,14.7
146,2015.0,4,101146.24250269985,7572.610472916253,M,32.4,5.6
576,2015.0,4,113928.54185855547,8524.453974340042,M,58.4,4.1
813,2015.0,4,80570.33972922918,8060.095552274965,M,50.6,16.7
90,2015.0,4,96263.42273293143,8000.746727403791,M,54.5,11.5
761,2015.0,4,145911.19716437344,9600.130376272098,M,27.8,8.7
407,2015.0,4,103939.71200678943,8947.284380267129,M,40.9,2.4
826,2015.0,4,92657.19049892548,7944.493286638231,M,28.1,5.3
1000,2015.0,4,74204.6930723512,7744.543883425952,M,39.6,4.0
506,2015.0,4,73775.77883993223,8265.846610115492,M,33.1,5.6
902,2015.0,4,69547.49439319153,7628.039967433923,M,58.0,5.8
790,2015.0,4,82319.66388730604,7844.817196605438,M,31.7,5.0
885,2015.0,4,84511.43118166942,9243.292974714732,M,57.1,6.5
678,2015.0,4,66881.65816105959,6261.353728527212,M,50.0,7.7
314,2015.0,4,122207.7638842374,9825.383505473546,M,43.5,4.0
364,2015.0,4,80089.28970961661,7654.491212907095,M,35.4,9.2
721,2015.0,4,80440.02792612807,6752.010763036688,M,31.1,14.4
238,2015.0,4,110870.02056310394,8595.564905330311,M,56.2,3.6
406,2015.0,4,90839.23338888807,9134.587884821553,U,31.1,1.4
34,2015.0,4,101567.69428497054,9805.179208679821,M,,18.6
251,2015.0,4,79030.1580888222,8296.007572643615,M,37.5,11.9
933,2015.0,4,96309.72386769317,9982.499740431651,M,43.0,14.2
484,2015.0,4,49571.974868187404,6256.098512212875,M,30.6,4.1
23,2015.0,4,67205.46213660846,6040.808406034265,M,45.4,0.9
208,2015.0,4,70078.43956608576,6680.291964042936,M,51.3,3.7
739,2015.0,4,58475.975089878135,6608.905691551215,M,32.0,0.6
465,2015.0,4,92993.53506608444,8260.939417755757,M,56.4,17.2
240,2015.0,4,109307.3508790502,7836.381234843089,M,,5.8
231,2015.0,4,98946.14797237267,8749.553483048458,U,36.8,17.8
741,2015.0,4,97901.50408552113,7784.670673089883,M,36.7,11.2
702,2015.0,4,59001.553516928245,7085.919685252063,M,51.9,12.7
273,2015.0,4,102645.74447031057,8146.334622300133,M,37.4,13.2
376,2015.0,4,68126.77207355956,7455.414789447647,M,32.2,6.4
